;LOPE_AmorConVista(1626);LOPE_AmorPleitoYDesafio(1621);LOPE_AyVerdadesQueEnAmor(1625);LOPE_BastardoMudarra(1612);LOPE_BatallaDelHonor(1608);LOPE_Benavides(1600);LOPE_BizarriasDeBelisa(1634);LOPE_BrasilRestituido(1625);LOPE_BuenaGuarda(1610);LOPE_BurgalesaDeLerma(1613);LOPE_CaballeroDelSacramento(1610);LOPE_CardenalDeBelen(1610);LOPE_CarlosQuintoEnFrancia(1604);LOPE_CastigoSinVenganza(1631);LOPE_CoronaDeHungria(1623);LOPE_CoronaMerecida(1603);LOPE_CuerdoLoco(1602);LOPE_DamaBoba(1613);LOPE_DelMonteSale(1627);LOPE_DesdenVengado(1617);LOPE_DiscordiaEnLosCasados(1611);LOPE_EstefaniaLaDesdichada(1604);LOPE_FavorAgradecido(1593);LOPE_GalanDeLaMembrilla(1615);LOPE_HermosaEster(1610);LOPE_LoQuePasaEnUnaTarde(1617);LOPE_MarquesDeLasNavas(1624);LOPE_MasPuedenCelos(1627);LOPE_MayorVictoriaDeAlemania(1622);LOPE_NinezDelPadreRojas(1625);LOPE_PedroCarbonero(1603);LOPE_PoderEnElDiscreto(1623);LOPE_PrincipeDespenado(1602);LOPE_PruebaDeLosAmigos(1604);LOPE_QuienMasNoPuede(1616);LOPE_SantiagoElVerde(1615);LOPE_SembrarEnBuenaTierra(1616);LOPE_SinSecretoNoHayAmor(1626)
aquí;0,37470726;0,196463654;0,373295047;0,281018999;0,369271748;0,308041505;0,184948072;0,213675214;0,247122326;0,249631227;0,241193272;0,254138334;0,291403594;0,175998957;0,316146029;0,249249057;0,260511329;0,330156357;0,410107157;0,378429518;0,250469631;0,32599837;0,317031644;0,253733925;0,122649223;0,412087912;0,319682046;0,167321403;0,24019781;0,203579608;0,282661151;0,225135744;0,216236254;0,543276948;0,19270298;0,325713609;0,28024607;0,280605586
tanto;0,24757444;0,222658808;0,294328787;0,23214613;0,260306314;0,172935581;0,419689856;0,333333333;0,260128764;0,192896857;0,298317994;0,377773199;0,159578159;0,319405515;0,331200602;0,306768071;0,218102508;0,199339687;0,396877894;0,315357931;0,319348779;0,230915512;0,234838255;0,230667205;0,299809212;0,261643119;0,190081217;0,305543431;0,303779583;0,220544575;0,241296105;0,251622302;0,321265291;0,197555254;0,224820144;0,236882625;0,32125769;0,274079875
dios;0,12713282;0,229207597;0,208183776;0,164945934;0,266359949;0,216169477;0,199174847;0,196581197;0,559276842;0,181549983;0,32370676;0,460196442;0,263650871;0,286813115;0,233345879;0,178948041;0,212044105;0,137046035;0,158751158;0,13875749;0,112711334;0,32599837;0,12916104;0,173000404;0,347506132;0,163526949;0,371522378;0,109122654;0,211939244;0,76342353;0,193036884;0,145676069;0,296552576;0,450672923;0,160585817;0,213194362;0,15721121;0,208822762
don;0,040147206;1,139489194;0,524048816;0,207709695;0,048429082;0,097276265;0,377009532;0,598290598;0,331664174;0,329059344;0,215804507;0,013737207;0,180392701;0;0;0,575190132;0,012116806;0,018688096;0,112448737;0,012614317;0;0,047541429;0,005870956;0,288334006;0;0,896127682;0,276481769;0,18187109;0,409749205;0,016964967;0,013788349;0;0,661065118;0,067909618;0,244090442;0,349401871;0,587833219;0,169668494
mí;0,327868852;0,235756385;0,358937545;0,213818804;0,29057449;0,232382188;0,213401622;0,188034188;0,188593354;0,31771247;0,13963821;0,206058108;0,228959967;0,267257676;0,286036884;0,191730044;0,193868896;0,317697627;0,238126736;0,264900662;0,194113964;0,224123879;0,187870604;0,196067124;0,224856909;0,222396651;0,241921548;0,247344682;0,148357471;0,169649673;0,137883488;0,390676732;0,271839862;0,271638474;0,19270298;0,1895061;0,24606972;0,241451318
pero;0,327868852;0,314341847;0,258435032;0,207709695;0,230038138;0,237786425;0,241855171;0,333333333;0,162580477;0,215590605;0,215804507;0,137372072;0,138763616;0,351997914;0,150545728;0,300377069;0,12116806;0,193110322;0,271199894;0,346893724;0,194113964;0,17658245;0,158515822;0,236433885;0,190787681;0,300889587;0,233281493;0,254619526;0,211939244;0,237509543;0,144777663;0,317838697;0,135919931;0,154340042;0,289054471;0,213194362;0,28708134;0,30018272
sin;0,18735363;0,150622135;0,279971285;0,1405095;0,157394515;0,28102032;0,334329208;0,273504274;0,208103011;0,215590605;0,222151698;0,274744145;0,145701797;0,527996871;0,263455024;0,17255704;0,236277717;0,149504765;0,165365789;0,245979186;0,262993112;0,244498778;0,252451124;0,207600484;0,279367675;0,202773417;0,250561604;0,232794995;0,219003886;0,220544575;0,151671837;0,291352139;0,216236254;0,191381652;0,16700925;0,225038493;0,25290499;0,254502741
mujer;0,334560054;0,150622135;0,265613783;0,116073065;0,248199044;0,14051016;0,270308721;0,102564103;0,188593354;0,209917168;0,32370676;0,164846487;0,291403594;0,202072877;0,180654874;0,338723078;0,205985702;0,211798418;0,218282842;0,378429518;0,200375704;0,271665308;0,217225386;0,138400323;0,183973835;0,287807431;0,285121825;0,196420777;0,226068527;0,09330732;0,096518442;0,211892465;0,302730755;0,314853686;0,26336074;0,260570887;0,22556391;0,182719916
vuestro;0,408163265;0,294695481;0,208183776;0,238255239;0,242145408;0,329658452;0,199174847;0,213675214;0,175586916;0,255304664;0,114249445;0,096160451;0,235898148;0,319405515;0,218291306;0,313159072;0,224160911;0,230486513;0,251355999;0,227057711;0,200375704;0,088291225;0,152644866;0,259500606;0,163532298;0,124280481;0,164161051;0,421940928;0,2896503;0,347781831;0,06204757;0,125811151;0,191523539;0,080256822;0,276207605;0,201350231;0,21189337;0,280605586
hombre;0,31448645;0,144073346;0,272792534;0,1405095;0,272413584;0,3512754;0,206288234;0,179487179;0,162580477;0,164529672;0,145985401;0,123634865;0,187330882;0,241183756;0,263455024;0,191730044;0,236277717;0,224257148;0,171980421;0,245979186;0,256731371;0,264873676;0,12916104;0,149933683;0,149904606;0,150444793;0,190081217;0,189145933;0,183680678;0,169649673;0,289555326;0,185405907;0,216236254;0,333374491;0,218396711;0,236882625;0,14354067;0,411119812
hablar;0,234192037;0,30124427;0,193826274;0,097745739;0,205823597;0,199956766;0,199174847;0,102564103;0,188593354;0,181549983;0,120596636;0,096160451;0,152639978;0,169480477;0,203236733;0,306768071;0,218102508;0,292780166;0,205053579;0,555029959;0,194113964;0,264873676;0,205483473;0,161467043;0,136276915;0,359759288;0,233281493;0,240069838;0,056517132;0,288404445;0,227507756;0,205270825;0,142098109;0,179034449;0,147738952;0,260570887;0,11619959;0,345862699
ni;0,140515222;0,229207597;0,208183776;0,226037021;0,181609056;0,205361003;0,263195334;0,153846154;0,188593354;0,204243731;0,234846081;0,068686036;0,194269063;0,306368555;0,143018442;0,26203106;0,175693687;0,149504765;0,191824315;0,327972249;0,262993112;0,298831839;0,287676863;0,126866963;0,252112292;0,117739403;0,112320719;0,232794995;0,183680678;0,195097124;0,144777663;0,158919348;0,210058075;0,14816644;0,218396711;0,225038493;0,23923445;0,424171235
do;0,327868852;0,1702685;0,193826274;0,116073065;0,217930867;0,172935581;0,270308721;0,170940171;0,21460623;0,181549983;0,120596636;0,233532523;0,25671269;0,228146796;0,451637185;0,191730044;0,127226463;0,236715879;0,138907263;0,189214759;0,256731371;0,156207552;0,152644866;0,207600484;0,129463069;0,183150183;0,285121825;0,276444056;0,197809961;0,237509543;0,199931058;0,185405907;0,123563573;0,265464872;0,231243577;0,230960559;0,30758715;0,182719916
o;0,254265641;0,21611002;0,222541278;0,109963956;0,230038138;0,14051016;0,184948072;0,222222222;0,247122326;0,164529672;0,190415741;0,17171509;0,097134531;0,267257676;0,270982311;0,146993034;0,321095359;0,149504765;0,152136526;0,189214759;0,269254853;0,230915512;0,258322081;0,219133845;0,177159989;0,255102041;0,198721272;0,254619526;0,233133168;0,220544575;0,23440193;0,238379023;0,135919931;0,246944067;0,211973279;0,124363378;0,22556391;0,234925607
tú;0,086985614;0,281597904;0,229720029;0,213818804;0,187662691;0,162127108;0,128040973;0,102564103;0,195096573;0,170203109;0,18406855;0,103029054;0,215083605;0,241183756;0,286036884;0,198121046;0,266569732;0,236715879;0,191824315;0,245979186;0,219160927;0,169790818;0,217225386;0,178767084;0,197601526;0,300889587;0,224641438;0,094572967;0,226068527;0,186614641;0,151671837;0,211892465;0,259483504;0,234596864;0,19270298;0,236882625;0,23239918;0,189245628
aunque;0,234192037;0,189914866;0,143575018;0,189382369;0,15134088;0,237786425;0,149381135;0,170940171;0,292644859;0,119142176;0,190415741;0,144240676;0,180392701;0,241183756;0,165600301;0,204512047;0,175693687;0,199339687;0,132292631;0,157678966;0,194113964;0,14941592;0,146773909;0,213367165;0,211229218;0,222396651;0,207361327;0,269169213;0,141292829;0,195097124;0,130989314;0,185405907;0,271839862;0,129645635;0,179856115;0,1895061;0,11619959;0,241451318
pensar;0,260956842;0,183366077;0,251256281;0,109963956;0,108965434;0,172935581;0,170721297;0,170940171;0,253625545;0,164529672;0,171374167;0,109897658;0,097134531;0,208591356;0,158073015;0,153384035;0,151460075;0,27409207;0,257970631;0,145064648;0,150281778;0,122249389;0,111548171;0,207600484;0,163532298;0,281266353;0,259201659;0,123672341;0,197809961;0,178132157;0,089624267;0,317838697;0,123563573;0,141992839;0,231243577;0,296103281;0,17088175;0,221874184
cómo;0,173971228;0,150622135;0,222541278;0,128291282;0,308735396;0,270211846;0,156494523;0,076923077;0,201599792;0,136162487;0,209457315;0,109897658;0,159578159;0,149925037;0,150545728;0,127820029;0,224160911;0,242945244;0,119063368;0,201829076;0,150281778;0,196957349;0,252451124;0,144167003;0,183973835;0,242019885;0,233281493;0,130947185;0,148357471;0,186614641;0,220613582;0,198649186;0,315087112;0,160513644;0,128468654;0,177661968;0,17088175;0,117462803
vos;0,515222482;0,1702685;0,150753769;0,128291282;0,169501786;0,199956766;0,177834685;0,136752137;0,188593354;0,198570294;0,076166296;0,061817433;0,291403594;0,215109836;0,150545728;0,313159072;0,133284866;0,27409207;0,152136526;0,094607379;0,100187852;0,115457756;0,234838255;0,167233724;0,109021532;0,170068027;0,069120442;0,240069838;0,105969622;0,195097124;0,172354361;0,105946232;0,172989003;0,302506482;0,16700925;0,302025346;0,10252905;0,169668494
quién;0,140515222;0,072036673;0,143575018;0,109963956;0,254252679;0,194552529;0,177834685;0,170940171;0,266631983;0,158856235;0,13963821;0,109897658;0,17345452;0,136888078;0,383891607;0,140602032;0,224160911;0,180651592;0,224897473;0,113528855;0,144020038;0,224123879;0,070451477;0,236433885;0,149904606;0,150444793;0,216001382;0,123672341;0,162486754;0,313851896;0,186142709;0,192027546;0,191523539;0,259291271;0,147738952;0,213194362;0,05468216;0,345862699
conde;0,468384075;0,078585462;0,007178751;0,177164152;0,163448151;0,178339818;0,177834685;0;0;0,232610916;0,247540463;0;0,069381808;0,475849032;0,263455024;0,115038026;0,278686538;0;0,449794946;0,681173132;0,006261741;0,033958164;0,176128691;0;0;0,026164312;0,025920166;0,662010767;0,063581773;0;0;0,13243279;0,27801804;0,006173602;0,668036999;0;0;0,574262595
morir;0,093676815;0,078585462;0,050251256;0,342110086;0,096858163;0,216169477;0,099587424;0,239316239;0,078038629;0,13048905;0,311012377;0,199189505;0,124887255;0,189035917;0,278509597;0,166166038;0,321095359;0,049834922;0,145521894;0,220750552;0,262993112;0,244498778;0,270063993;0,074966842;0,14309076;0,170068027;0,198721272;0,123672341;0,183680678;0,067859869;0,179248535;0,311217057;0,352156184;0,14816644;0,301901336;0,076986853;0,05468216;0,182719916
cuando;0,254265641;0,288146693;0,244077531;0,146618608;0,15134088;0,189148292;0,320102433;0,111111111;0,201599792;0,175876546;0,171374167;0,116766261;0,194269063;0,273776155;0,090327437;0,166166038;0,193868896;0,180651592;0,264585263;0,107221697;0,169067001;0,183374083;0,12916104;0,132633643;0,115835377;0,117739403;0,190081217;0,232794995;0,141292829;0,178132157;0,117200965;0,192027546;0,191523539;0,14816644;0,199126413;0,195428165;0,19822283;0,143565649
mas;0,120441619;0,130975769;0,100502513;0,226037021;0,236091773;0,172935581;0,149381135;0,094017094;0,247122326;0,249631227;0,228498889;0,254138334;0,166516339;0,130369598;0,150545728;0,249249057;0,139343269;0,124587305;0,152136526;0,258593504;0,144020038;0,271665308;0,146773909;0,138400323;0,252112292;0,150444793;0,155520995;0,123672341;0,141292829;0,110272288;0,110306791;0,211892465;0,160632645;0,154340042;0,19270298;0,236882625;0,1367054;0,156617071
poner;0,173971228;0,176817289;0,172290022;0,195491478;0,084750893;0,259403372;0,213401622;0,179487179;0,221109449;0,18722342;0,177721358;0,295349955;0,187330882;0,162961997;0,218291306;0,159775037;0,278686538;0,193110322;0,138907263;0,107221697;0,169067001;0,258082043;0,099806258;0,173000404;0,218043064;0,124280481;0,181441161;0,130947185;0,155422112;0,16116719;0,130989314;0,152297709;0,197701718;0,098777627;0,154162384;0,14805164;0,08885851;0,156617071
mirar;0,267648043;0,150622135;0,15793252;0,1405095;0,15134088;0,21076524;0,16360791;0,170940171;0,221109449;0,147509361;0,101555062;0,123634865;0,194269063;0,215109836;0,195709447;0,313159072;0,18175209;0,137046035;0,198438947;0,126143173;0,118973075;0,135832654;0,123290084;0,132633643;0,136276915;0,124280481;0,138240885;0,18187109;0,155422112;0,152684706;0,165460186;0,225135744;0,271839862;0,172860847;0,134892086;0,254648822;0,08202324;0,143565649
cielo;0,133824021;0,163719712;0,15793252;0,171055043;0,217930867;0,178339818;0,092474036;0,222222222;0,195096573;0,119142176;0,27927642;0,329692973;0,138763616;0,143406558;0,218291306;0,127820029;0,224160911;0,093440478;0,224897473;0,13875749;0,131496556;0,285248574;0,158515822;0,103800242;0,252112292;0,143903715;0,14688094;0,094572967;0,197809961;0,237509543;0,213719407;0,13905443;0,253305326;0,11112483;0,141315519;0,053298591;0,08885851;0,137039937
vida;0,18735363;0,163719712;0,086145011;0,195491478;0,13923361;0,183744055;0,128040973;0,188034188;0,130064382;0,085101555;0,145985401;0,178583694;0,138763616;0,189035917;0,21076402;0,198121046;0,308978553;0,1432754;0,198438947;0,132450331;0,219160927;0,101874491;0,187870604;0,126866963;0,170346143;0,078492936;0,069120442;0,10184781;0,148357471;0,186614641;0,248190279;0,251622302;0,154454467;0,259291271;0,244090442;0,142129575;0,05468216;0,169668494
otro;0,147206424;0,091683039;0,179468772;0,134400391;0,163448151;0,21076524;0,284535496;0,136752137;0,149574039;0,136162487;0,171374167;0,151109279;0,208145424;0,130369598;0,180654874;0,21729405;0,139343269;0,199339687;0,165365789;0,239672028;0,137758297;0,129041021;0,270063993;0,196067124;0,14309076;0,09811617;0,241921548;0,123672341;0,098904981;0,16116719;0,103412616;0,198649186;0,135919931;0,191381652;0,16700925;0,124363378;0,17088175;0,117462803
tal;0,133824021;0,21611002;0,193826274;0,122182174;0,175555421;0,091872028;0,220515009;0,145299145;0,240619106;0,204243731;0,076166296;0,212926712;0,117949074;0,254220716;0,143018442;0,127820029;0,109051254;0,180651592;0,125678;0,189214759;0,187852223;0,142624287;0,111548171;0,103800242;0,149904606;0,124280481;0,224641438;0,160046559;0,063581773;0,25447451;0,158566012;0,165540988;0,086494501;0,172860847;0,16700925;0,207272297;0,2050581;0,163142783
cosa;0,173971228;0,183366077;0,208183776;0,158836826;0,163448151;0,118893212;0,128040973;0,094017094;0,221109449;0,147509361;0,088860679;0,123634865;0,097134531;0,136888078;0,120436583;0,210903049;0,096934448;0,230486513;0,171980421;0,227057711;0,144020038;0,129041021;0,12916104;0,121100283;0,177159989;0,209314495;0,14688094;0,116397497;0,176616037;0,178132157;0,055153395;0,13243279;0,210058075;0,172860847;0,205549846;0,201350231;0,21872864;0,163142783
así;0,153897625;0,157170923;0,186647523;0,189382369;0,223984503;0,151318634;0,206288234;0,042735043;0,117057944;0,119142176;0,107902253;0,130503469;0,159578159;0,169480477;0,165600301;0,159775037;0,157518478;0,161963496;0,099219473;0,227057711;0,156543519;0,14941592;0,199612517;0,115333602;0,190787681;0,189691261;0,112320719;0,145496872;0,120098905;0,127237255;0,089624267;0,172162627;0,172989003;0,172860847;0,19270298;0,153973706;0,08885851;0,195771339
solo;0,173971228;0,163719712;0,114860014;0,146618608;0,15134088;0,151318634;0,16360791;0,136752137;0,156077258;0,141835924;0,126943827;0,123634865;0,138763616;0,228146796;0,180654874;0,159775037;0,127226463;0,174422226;0,119063368;0,113528855;0,137758297;0,17658245;0,181999648;0,126866963;0,183973835;0,170068027;0,172801106;0,160046559;0,176616037;0,152684706;0,158566012;0,13905443;0,172989003;0,154340042;0,147738952;0,130285444;0,18455229;0,117462803
mal;0,080294413;0,1702685;0,093323762;0,201600586;0,260306314;0,14051016;0,128040973;0,085470085;0,130064382;0,192896857;0,171374167;0,054948829;0,180392701;0,234665276;0,120436583;0,121429028;0,139343269;0,1432754;0,145521894;0,189214759;0,137758297;0,108666123;0,088064346;0,138400323;0,122649223;0,189691261;0,14688094;0,10184781;0,141292829;0,110272288;0,137883488;0,211892465;0,210058075;0,253117669;0,186279548;0,159895772;0,12303486;0,156617071
aquel;0,133824021;0,058939096;0,150753769;0,146618608;0,054482717;0,129701686;0,206288234;0,230769231;0,169083696;0,192896857;0,190415741;0,357167388;0,215083605;0,143406558;0,127963869;0,115038026;0,133284866;0,112128574;0,138907263;0,081993062;0,106449593;0,190165716;0,06458052;0,155700363;0,136276915;0,117739403;0,276481769;0,145496872;0,127163546;0,195097124;0,172354361;0,079459674;0,203879896;0,203728855;0,122045221;0,100675115;0,08885851;0,137039937
dejar;0,147206424;0,222658808;0,186647523;0,116073065;0,078697258;0,156722871;0,128040973;0,179487179;0,169083696;0,090774991;0,215804507;0,164846487;0,104072712;0,175998957;0,158073015;0,063910015;0,084817642;0,161963496;0,119063368;0,151371807;0,118973075;0,088291225;0,135031997;0,173000404;0,102207686;0,189691261;0,181441161;0,123672341;0,148357471;0,144202222;0,110306791;0,13243279;0,216236254;0,080256822;0,244090442;0,171739903;0,23923445;0,15009136
alma;0,200736032;0,144073346;0,172290022;0,134400391;0,060536352;0,097276265;0,177834685;0,068376068;0,130064382;0,124815613;0,126943827;0,137372072;0,076319989;0,260739196;0,18818216;0,178948041;0,163576881;0,317697627;0,158751158;0,201829076;0,131496556;0,108666123;0,105677215;0,086500202;0,136276915;0,124280481;0,241921548;0,196420777;0,056517132;0,203579608;0,06204757;0,192027546;0,247127147;0,086430424;0,102774923;0,130285444;0,2050581;0,071782824
llegar;0,12713282;0,176817289;0,229720029;0,085527522;0,115019069;0,102680502;0,149381135;0,196581197;0,104051505;0,153182798;0,13963821;0,123634865;0,145701797;0,149925037;0,158073015;0,191730044;0,12116806;0,137046035;0,132292631;0,119836014;0,087664371;0,169790818;0,111548171;0,126866963;0,088579995;0,196232339;0,207361327;0,109122654;0,162486754;0,127237255;0,144777663;0,192027546;0,135919931;0,135819237;0,179856115;0,136207509;0,19138756;0,221874184
volver;0,113750418;0,124426981;0,165111271;0,128291282;0,102911799;0,091872028;0,234741784;0,11965812;0,188593354;0,136162487;0,196762932;0,219795316;0,117949074;0,143406558;0,165600301;0,102256024;0,224160911;0,1432754;0,205053579;0,107221697;0,068879148;0,122249389;0,152644866;0,213367165;0,109021532;0,085034014;0,138240885;0,145496872;0,226068527;0,050894902;0,172354361;0,112567872;0,172989003;0,092604025;0,141315519;0,124363378;0,1367054;0,163142783
casa;0,294412847;0,288146693;0,272792534;0,109963956;0,205823597;0,075659317;0,206288234;0,008547009;0,136567601;0,295018722;0,101555062;0,123634865;0,055505446;0,104295678;0,127963869;0,146993034;0,109051254;0,224257148;0,178595052;0,113528855;0,031308704;0,129041021;0,011741913;0,196067124;0,040883074;0,130821559;0,14688094;0,167321403;0,113034264;0,118754771;0,103412616;0,172162627;0,160632645;0,216076059;0,083504625;0,213194362;0,15721121;0,039154268
salir;0,200736032;0,098231827;0,122038765;0,18327326;0,096858163;0,113488975;0,241855171;0,153846154;0,130064382;0,13048905;0,215804507;0,17171509;0,166516339;0,065184799;0,097854723;0,095865022;0,133284866;0,112128574;0,099219473;0,107221697;0,169067001;0,162999185;0,123290084;0,178767084;0,163532298;0,091575092;0,198721272;0,160046559;0,353232073;0,076342353;0,137883488;0,105946232;0,148276288;0,141992839;0,147738952;0,14805164;0,08202324;0,09788567
alguno;0,107059217;0,150622135;0,179468772;0,103854848;0,15134088;0,172935581;0,092474036;0,128205128;0,136567601;0,107795302;0,095207871;0,123634865;0,055505446;0,182517437;0,135491155;0,121429028;0,187810493;0,093440478;0,132292631;0,170293283;0,181590482;0,14941592;0,123290084;0,196067124;0,074952303;0,137362637;0,14688094;0,152771715;0,134228188;0,101789804;0,151671837;0,152297709;0,18534536;0,160513644;0,134892086;0,213194362;0,08202324;0,215348473
perder;0,113750418;0,111329404;0,208183776;0,079418413;0,078697258;0,151318634;0,113814198;0,051282051;0,162580477;0,158856235;0,177721358;0,103029054;0,124887255;0,123851118;0,143018442;0,095865022;0,212044105;0,043605557;0,158751158;0,157678966;0,137758297;0,108666123;0,082193389;0,121100283;0,04769692;0,183150183;0,095040608;0,138222028;0,134228188;0,076342353;0,103412616;0,225135744;0,172989003;0,179034449;0,173432682;0,153973706;0,3417635;0,163142783
bueno;0,100368016;0,163719712;0,186647523;0,109963956;0,108965434;0,237786425;0,16360791;0,05982906;0,195096573;0,175876546;0,120596636;0,096160451;0,124887255;0,084740239;0,112909296;0,134211031;0,084817642;0,068523018;0,119063368;0,056764428;0,112711334;0,14941592;0,164386779;0,207600484;0,034069229;0,150444793;0,276481769;0,043649062;0,141292829;0,110272288;0,151671837;0,119189511;0,117385395;0,333374491;0,141315519;0,177661968;0,17771702;0,084834247
ahora;0,107059217;0,137524558;0,114860014;0,103854848;0,127126339;0,145914397;0,149381135;0,05982906;0,201599792;0,113468739;0,088860679;0,130503469;0,076319989;0,123851118;0,127963869;0,166166038;0,212044105;0,174422226;0,132292631;0,151371807;0,137758297;0,088291225;0,176128691;0,115333602;0,081766149;0,156985871;0,164161051;0,109122654;0,183680678;0,135719739;0,089624267;0,13243279;0,166810824;0,172860847;0,134892086;0,171739903;0,12987013;0,156617071
mano;0,120441619;0,150622135;0,014357502;0,128291282;0,102911799;0,221573714;0,142267748;0,145299145;0,104051505;0,164529672;0,101555062;0,144240676;0,111010893;0,130369598;0,21076402;0,121429028;0,102992851;0,087211113;0,072760947;0,075685904;0,137758297;0,122249389;0,181999648;0,098033562;0,14309076;0,091575092;0,190081217;0,225520151;0,134228188;0,101789804;0,179248535;0,059594756;0,18534536;0,197555254;0,19270298;0,171739903;0,10936432;0,110937092
